Produto	Descri?’o	Qtd	Custo unit	Previs’o de recebimento	recebido				
3651	Produto 3651	319	R$ 2.577,00	22/10/2025	Sim				
3637	Produto 3637	219	R$ 325,00	02/10/2025	N’o				
4871	Produto 4871	311	R$ 1.261,00	25/09/2025	Sim				
2770	Produto 2770	331	R$ 2.522,00	08/09/2025	Sim				
4574	Produto 4574	349	R$ 3.387,00	06/10/2025	Sim				
2573	Produto 2573	224	R$ 1.409,00	02/09/2025	Sim				
1756	Produto 1756	358	R$ 248,00	13/10/2025	N’o				
4062	Produto 4062	285	R$ 2.283,00	12/10/2025	Sim				
237	Produto 237	373	R$ 683,00	18/09/2025	N’o				
4814	Produto 4814	400	R$ 2.634,00	22/10/2025	N’o				
4855	Produto 4855	317	R$ 3.163,00	24/09/2025	N’o				
3229	Produto 3229	245	R$ 1.896,00	01/10/2025	Sim				
2996	Produto 2996	230	R$ 1.362,00	15/09/2025	N’o				
1794	Produto 1794	252	R$ 2.603,00	15/10/2025	Sim				
4407	Produto 4407	305	R$ 3.291,00	19/09/2025	Sim				
1547	Produto 1547	235	R$ 2.762,00	13/09/2025	N’o				
4027	Produto 4027	300	R$ 1.418,00	18/09/2025	Sim				
2374	Produto 2374	275	R$ 3.897,00	11/09/2025	N’o				
2881	Produto 2881	363	R$ 3.875,00	01/09/2025	Sim				
4752	Produto 4752	349	R$ 3.675,00	27/08/2025	N’o				
1333	Produto 1333	302	R$ 974,00	20/09/2025	Sim				
4828	Produto 4828	348	R$ 756,00	07/10/2025	N’o				
4267	Produto 4267	371	R$ 3.960,00	17/10/2025	Sim				
4105	Produto 4105	279	R$ 907,00	16/09/2025	N’o				
1680	Produto 1680	388	R$ 2.841,00	01/09/2025	Sim				
263	Produto 263	373	R$ 3.797,00	12/09/2025	Sim				
297	Produto 297	343	R$ 2.003,00	30/08/2025	Sim				
2782	Produto 2782	250	R$ 370,00	23/10/2025	N’o				
1283	Produto 1283	255	R$ 1.364,00	07/09/2025	N’o				
885	Produto 885	394	R$ 3.241,00	29/09/2025	N’o				
2877	Produto 2877	234	R$ 294,00	21/09/2025	N’o				
2994	Produto 2994	260	R$ 3.909,00	09/10/2025	N’o				
1005	Produto 1005	381	R$ 226,00	19/09/2025	N’o				
3111	Produto 3111	247	R$ 1.131,00	03/09/2025	N’o				
478	Produto 478	317	R$ 3.833,00	02/09/2025	N’o				
709	Produto 709	213	R$ 3.033,00	21/09/2025	Sim				
2198	Produto 2198	286	R$ 596,00	25/09/2025	N’o				
2865	Produto 2865	340	R$ 1.036,00	26/09/2025	Sim				
938	Produto 938	359	R$ 1.029,00	12/10/2025	N’o				
1525	Produto 1525	356	R$ 2.777,00	26/09/2025	N’o				
3481	Produto 3481	280	R$ 489,00	04/10/2025	Sim				
726	Produto 726	252	R$ 448,00	27/08/2025	Sim				
2317	Produto 2317	275	R$ 1.898,00	25/09/2025	Sim				
3009	Produto 3009	202	R$ 549,00	25/10/2025	N’o				
2335	Produto 2335	297	R$ 3.721,00	10/10/2025	Sim				
4751	Produto 4751	224	R$ 2.319,00	14/09/2025	Sim				
1025	Produto 1025	362	R$ 1.298,00	08/10/2025	N’o				
2853	Produto 2853	275	R$ 3.240,00	05/09/2025	Sim				
2014	Produto 2014	200	R$ 2.328,00	29/08/2025	Sim				
867	Produto 867	290	R$ 1.660,00	17/10/2025	N’o				
4506	Produto 4506	357	R$ 2.235,00	05/09/2025	Sim				
2008	Produto 2008	303	R$ 2.558,00	21/10/2025	N’o				
2394	Produto 2394	345	R$ 1.657,00	07/09/2025	Sim				
3753	Produto 3753	274	R$ 3.175,00	05/09/2025	N’o				
3732	Produto 3732	370	R$ 3.722,00	15/10/2025	N’o				
4307	Produto 4307	332	R$ 1.215,00	10/10/2025	N’o				
3366	Produto 3366	279	R$ 3.541,00	28/08/2025	N’o				
3094	Produto 3094	306	R$ 3.782,00	08/09/2025	Sim				
387	Produto 387	265	R$ 1.988,00	11/09/2025	Sim				
295	Produto 295	337	R$ 2.749,00	18/09/2025	N’o				
350	Produto 350	330	R$ 656,00	17/10/2025	Sim				
1640	Produto 1640	217	R$ 624,00	27/09/2025	Sim				
3939	Produto 3939	325	R$ 407,00	21/10/2025	Sim				
3496	Produto 3496	250	R$ 3.557,00	09/10/2025	Sim				
1687	Produto 1687	340	R$ 3.323,00	23/09/2025	Sim				
453	Produto 453	243	R$ 295,00	03/10/2025	Sim				
1070	Produto 1070	301	R$ 2.004,00	09/09/2025	Sim				
2582	Produto 2582	291	R$ 3.097,00	05/10/2025	N’o				
3102	Produto 3102	323	R$ 1.797,00	21/10/2025	N’o				
432	Produto 432	209	R$ 1.497,00	15/09/2025	N’o				
3315	Produto 3315	287	R$ 704,00	30/08/2025	N’o				
2656	Produto 2656	280	R$ 2.038,00	19/10/2025	Sim				
3195	Produto 3195	374	R$ 2.292,00	25/10/2025	Sim				
809	Produto 809	231	R$ 2.523,00	28/08/2025	N’o				
426	Produto 426	210	R$ 2.522,00	12/10/2025	Sim				
4256	Produto 4256	227	R$ 1.944,00	20/09/2025	Sim				
1191	Produto 1191	322	R$ 1.680,00	26/09/2025	Sim				
4449	Produto 4449	250	R$ 3.805,00	26/10/2025	N’o				
583	Produto 583	201	R$ 3.243,00	03/09/2025	Sim				
1084	Produto 1084	291	R$ 2.372,00	16/10/2025	N’o				
3673	Produto 3673	262	R$ 3.638,00	26/09/2025	Sim				
676	Produto 676	302	R$ 1.366,00	12/10/2025	N’o				
3253	Produto 3253	312	R$ 375,00	19/09/2025	N’o				
843	Produto 843	316	R$ 2.284,00	22/09/2025	N’o				
4622	Produto 4622	253	R$ 2.158,00	30/09/2025	N’o				
547	Produto 547	325	R$ 1.388,00	18/10/2025	N’o				
4947	Produto 4947	241	R$ 350,00	10/10/2025	Sim				
2630	Produto 2630	210	R$ 1.560,00	12/10/2025	Sim				
3934	Produto 3934	204	R$ 2.481,00	08/10/2025	N’o				
3015	Produto 3015	245	R$ 1.611,00	18/10/2025	Sim				
4555	Produto 4555	358	R$ 872,00	14/10/2025	Sim				
2175	Produto 2175	289	R$ 2.573,00	20/10/2025	Sim				
414	Produto 414	251	R$ 2.616,00	01/10/2025	N’o				
2129	Produto 2129	341	R$ 2.403,00	03/10/2025	N’o				
4928	Produto 4928	306	R$ 2.886,00	14/09/2025	Sim				
1498	Produto 1498	395	R$ 381,00	14/10/2025	N’o				
2157	Produto 2157	346	R$ 280,00	03/09/2025	Sim				
263	Produto 263	241	R$ 3.929,00	31/08/2025	N’o				
4395	Produto 4395	275	R$ 2.898,00	15/09/2025	Sim				
1920	Produto 1920	232	R$ 284,00	21/09/2025	N’o				
4175	Produto 4175	398	R$ 2.265,00	15/10/2025	N’o				
483	Produto 483	343	R$ 2.435,00	17/09/2025	N’o				
3692	Produto 3692	341	R$ 2.290,00	06/10/2025	Sim				
1580	Produto 1580	219	R$ 2.231,00	23/09/2025	Sim				
4200	Produto 4200	200	R$ 1.399,00	13/10/2025	Sim				
1061	Produto 1061	345	R$ 291,00	02/09/2025	Sim				
983	Produto 983	210	R$ 3.708,00	25/10/2025	N’o				
3985	Produto 3985	280	R$ 2.876,00	19/09/2025	N’o				
4699	Produto 4699	349	R$ 1.962,00	14/10/2025	Sim				
3446	Produto 3446	274	R$ 3.758,00	01/09/2025	Sim				
2292	Produto 2292	226	R$ 3.442,00	13/10/2025	Sim				
4586	Produto 4586	208	R$ 1.860,00	06/10/2025	N’o				
1520	Produto 1520	332	R$ 243,00	02/10/2025	N’o				
527	Produto 527	350	R$ 3.970,00	16/10/2025	N’o				
2205	Produto 2205	355	R$ 1.934,00	29/09/2025	N’o				
4165	Produto 4165	265	R$ 236,00	13/09/2025	Sim				
575	Produto 575	366	R$ 1.050,00	04/10/2025	N’o				
835	Produto 835	255	R$ 3.649,00	04/10/2025	N’o				
3365	Produto 3365	383	R$ 1.399,00	10/10/2025	N’o				
4213	Produto 4213	255	R$ 664,00	25/10/2025	N’o				
3851	Produto 3851	378	R$ 494,00	26/10/2025	Sim				
3594	Produto 3594	323	R$ 3.095,00	17/09/2025	N’o				
1628	Produto 1628	225	R$ 627,00	28/08/2025	Sim				
4289	Produto 4289	263	R$ 1.347,00	09/10/2025	N’o				
3254	Produto 3254	209	R$ 3.319,00	17/10/2025	N’o				
1479	Produto 1479	375	R$ 2.334,00	05/09/2025	N’o				
3716	Produto 3716	300	R$ 1.678,00	11/10/2025	Sim				
4551	Produto 4551	338	R$ 2.476,00	25/09/2025	N’o				
1792	Produto 1792	332	R$ 3.452,00	18/09/2025	N’o				
1000	Produto 1000	266	R$ 508,00	02/10/2025	Sim				
3226	Produto 3226	380	R$ 692,00	20/09/2025	Sim				
4566	Produto 4566	271	R$ 2.198,00	30/09/2025	Sim				
2223	Produto 2223	212	R$ 1.897,00	10/10/2025	Sim				
1113	Produto 1113	292	R$ 3.773,00	10/09/2025	Sim				
4750	Produto 4750	206	R$ 3.356,00	01/09/2025	N’o				
4643	Produto 4643	277	R$ 1.295,00	08/09/2025	Sim				
1667	Produto 1667	310	R$ 3.582,00	05/10/2025	Sim				
1684	Produto 1684	340	R$ 316,00	28/09/2025	N’o				
1610	Produto 1610	399	R$ 1.324,00	04/10/2025	N’o				
4896	Produto 4896	354	R$ 676,00	03/09/2025	Sim				
3792	Produto 3792	207	R$ 3.184,00	05/10/2025	Sim				
250	Produto 250	335	R$ 2.091,00	24/10/2025	N’o				
3806	Produto 3806	302	R$ 1.892,00	02/10/2025	Sim				
1858	Produto 1858	357	R$ 296,00	06/09/2025	Sim				
2750	Produto 2750	336	R$ 539,00	29/09/2025	N’o				
1216	Produto 1216	348	R$ 545,00	26/09/2025	N’o				
546	Produto 546	244	R$ 3.777,00	14/09/2025	N’o				
3722	Produto 3722	227	R$ 1.699,00	28/09/2025	N’o				
3895	Produto 3895	203	R$ 1.459,00	17/10/2025	Sim				
1335	Produto 1335	321	R$ 3.699,00	23/10/2025	N’o				
4195	Produto 4195	369	R$ 1.674,00	18/10/2025	Sim				
3849	Produto 3849	233	R$ 504,00	13/09/2025	Sim				
4362	Produto 4362	380	R$ 1.877,00	18/09/2025	N’o				
3918	Produto 3918	316	R$ 1.228,00	23/10/2025	N’o				
1853	Produto 1853	255	R$ 3.535,00	02/10/2025	Sim				
940	Produto 940	380	R$ 435,00	07/09/2025	Sim				
3063	Produto 3063	232	R$ 1.301,00	28/08/2025	Sim				
1429	Produto 1429	212	R$ 730,00	06/09/2025	N’o				
3686	Produto 3686	370	R$ 703,00	17/10/2025	Sim				
4211	Produto 4211	265	R$ 3.388,00	22/10/2025	Sim				
4059	Produto 4059	259	R$ 304,00	26/09/2025	Sim				
3034	Produto 3034	210	R$ 3.011,00	30/09/2025	Sim				
2180	Produto 2180	338	R$ 2.818,00	08/10/2025	Sim				
4860	Produto 4860	229	R$ 1.443,00	12/09/2025	N’o				
3708	Produto 3708	385	R$ 2.212,00	27/08/2025	Sim				
4827	Produto 4827	316	R$ 3.605,00	16/10/2025	Sim				
4682	Produto 4682	347	R$ 936,00	07/09/2025	N’o				
1855	Produto 1855	354	R$ 3.119,00	30/08/2025	N’o				
3913	Produto 3913	260	R$ 3.008,00	24/10/2025	N’o				
1884	Produto 1884	215	R$ 1.022,00	26/09/2025	Sim				
4722	Produto 4722	259	R$ 1.593,00	22/09/2025	N’o				
1507	Produto 1507	315	R$ 1.136,00	15/09/2025	N’o				
2658	Produto 2658	363	R$ 1.225,00	28/08/2025	Sim				
1118	Produto 1118	313	R$ 1.092,00	23/09/2025	N’o				
2894	Produto 2894	392	R$ 1.739,00	31/08/2025	N’o				
2305	Produto 2305	264	R$ 1.719,00	24/10/2025	N’o				
4268	Produto 4268	212	R$ 980,00	26/10/2025	N’o				
4403	Produto 4403	326	R$ 2.819,00	27/08/2025	Sim				
287	Produto 287	218	R$ 3.144,00	30/08/2025	Sim				
4581	Produto 4581	274	R$ 2.843,00	28/08/2025	N’o				
1816	Produto 1816	250	R$ 1.259,00	29/08/2025	N’o				
2977	Produto 2977	335	R$ 3.908,00	22/09/2025	Sim				
1995	Produto 1995	341	R$ 2.932,00	02/10/2025	N’o				
3235	Produto 3235	329	R$ 1.606,00	27/08/2025	Sim				
3722	Produto 3722	380	R$ 344,00	02/09/2025	N’o				
3314	Produto 3314	355	R$ 2.604,00	28/08/2025	Sim				
369	Produto 369	300	R$ 1.943,00	11/09/2025	N’o				
796	Produto 796	238	R$ 1.516,00	28/09/2025	N’o				
3805	Produto 3805	342	R$ 3.250,00	31/08/2025	N’o				
3141	Produto 3141	249	R$ 1.789,00	28/09/2025	Sim				
3499	Produto 3499	284	R$ 1.839,00	07/10/2025	N’o				
925	Produto 925	268	R$ 877,00	10/10/2025	Sim				
2393	Produto 2393	369	R$ 642,00	12/10/2025	Sim				
1317	Produto 1317	222	R$ 3.071,00	15/09/2025	N’o				
1691	Produto 1691	294	R$ 785,00	06/10/2025	N’o				
2507	Produto 2507	244	R$ 1.074,00	09/10/2025	Sim				
1459	Produto 1459	244	R$ 3.354,00	06/09/2025	Sim				
1718	Produto 1718	324	R$ 392,00	12/10/2025	N’o				
4510	Produto 4510	330	R$ 210,00	15/10/2025	N’o				
4674	Produto 4674	361	R$ 1.376,00	24/10/2025	N’o				
1793	Produto 1793	301	R$ 1.586,00	07/09/2025	Sim				
4474	Produto 4474	329	R$ 2.304,00	11/10/2025	N’o				
1740	Produto 1740	207	R$ 390,00	21/10/2025	N’o				
1039	Produto 1039	268	R$ 2.558,00	06/09/2025	N’o				
808	Produto 808	294	R$ 2.787,00	21/09/2025	Sim				
2500	Produto 2500	253	R$ 290,00	21/09/2025	Sim				
4539	Produto 4539	285	R$ 2.482,00	23/09/2025	Sim				
1684	Produto 1684	244	R$ 1.469,00	28/08/2025	Sim				
1073	Produto 1073	362	R$ 1.936,00	07/09/2025	Sim				
3752	Produto 3752	394	R$ 3.327,00	06/09/2025	Sim				
1565	Produto 1565	293	R$ 476,00	17/10/2025	Sim				
3683	Produto 3683	374	R$ 3.630,00	07/09/2025	Sim				
904	Produto 904	325	R$ 871,00	15/10/2025	N’o				
3274	Produto 3274	336	R$ 2.540,00	02/10/2025	Sim				
3906	Produto 3906	370	R$ 2.950,00	30/08/2025	Sim				
3693	Produto 3693	260	R$ 3.327,00	15/09/2025	N’o				
1073	Produto 1073	386	R$ 3.591,00	11/10/2025	N’o				
3115	Produto 3115	298	R$ 906,00	25/09/2025	Sim				
1538	Produto 1538	395	R$ 2.487,00	20/09/2025	N’o				
2086	Produto 2086	292	R$ 2.494,00	25/10/2025	Sim				
1469	Produto 1469	352	R$ 1.021,00	18/10/2025	N’o				
4710	Produto 4710	308	R$ 1.756,00	04/09/2025	Sim				
815	Produto 815	253	R$ 3.699,00	20/09/2025	Sim				
4111	Produto 4111	317	R$ 1.164,00	24/09/2025	N’o				
4324	Produto 4324	204	R$ 427,00	01/09/2025	N’o				
4123	Produto 4123	324	R$ 1.346,00	10/10/2025	Sim				
4450	Produto 4450	280	R$ 3.651,00	20/10/2025	Sim				
3445	Produto 3445	231	R$ 1.460,00	09/10/2025	Sim				
4579	Produto 4579	334	R$ 2.612,00	04/09/2025	N’o				
2982	Produto 2982	270	R$ 1.137,00	04/10/2025	Sim				
2156	Produto 2156	398	R$ 3.605,00	06/09/2025	Sim				
1921	Produto 1921	227	R$ 516,00	18/10/2025	N’o				
1059	Produto 1059	326	R$ 669,00	29/08/2025	Sim				
1198	Produto 1198	378	R$ 1.796,00	29/08/2025	N’o				
1435	Produto 1435	392	R$ 1.720,00	01/09/2025	Sim				
745	Produto 745	355	R$ 544,00	23/10/2025	N’o				
3804	Produto 3804	223	R$ 3.995,00	08/09/2025	N’o				
3448	Produto 3448	242	R$ 662,00	10/09/2025	Sim				
2188	Produto 2188	340	R$ 2.660,00	30/08/2025	Sim				
4516	Produto 4516	315	R$ 3.202,00	01/10/2025	Sim				
1630	Produto 1630	222	R$ 3.043,00	04/09/2025	Sim				
2032	Produto 2032	292	R$ 2.049,00	07/09/2025	Sim				
4276	Produto 4276	400	R$ 1.501,00	27/08/2025	Sim				
2795	Produto 2795	324	R$ 3.095,00	09/09/2025	Sim				
4671	Produto 4671	366	R$ 2.479,00	10/09/2025	Sim				
2949	Produto 2949	308	R$ 293,00	12/10/2025	N’o				
1222	Produto 1222	340	R$ 3.435,00	25/09/2025	Sim				
1126	Produto 1126	279	R$ 2.736,00	04/09/2025	Sim				
3109	Produto 3109	264	R$ 3.163,00	25/10/2025	Sim				
2740	Produto 2740	337	R$ 1.844,00	29/08/2025	Sim				
3067	Produto 3067	359	R$ 1.213,00	01/09/2025	N’o				
662	Produto 662	386	R$ 3.449,00	12/09/2025	N’o				
3256	Produto 3256	392	R$ 2.280,00	28/08/2025	N’o				
4047	Produto 4047	310	R$ 1.687,00	24/09/2025	N’o				
1735	Produto 1735	280	R$ 3.245,00	30/08/2025	N’o				
3446	Produto 3446	239	R$ 458,00	21/10/2025	Sim				
847	Produto 847	322	R$ 2.952,00	10/10/2025	Sim				
527	Produto 527	207	R$ 1.803,00	06/09/2025	Sim				
3614	Produto 3614	327	R$ 1.237,00	17/10/2025	N’o				
1857	Produto 1857	397	R$ 3.171,00	21/09/2025	N’o				
2982	Produto 2982	396	R$ 3.560,00	06/10/2025	Sim				
1245	Produto 1245	236	R$ 1.805,00	17/09/2025	Sim				
3478	Produto 3478	317	R$ 2.205,00	15/09/2025	Sim				
934	Produto 934	290	R$ 1.535,00	15/09/2025	Sim				
4263	Produto 4263	283	R$ 3.281,00	18/09/2025	Sim				
1463	Produto 1463	256	R$ 3.120,00	14/09/2025	Sim				
3202	Produto 3202	331	R$ 1.684,00	04/10/2025	Sim				
2387	Produto 2387	202	R$ 2.738,00	17/09/2025	N’o				
4628	Produto 4628	229	R$ 3.600,00	22/10/2025	Sim				
2875	Produto 2875	360	R$ 2.828,00	19/09/2025	Sim				
4507	Produto 4507	260	R$ 3.103,00	07/09/2025	N’o				
1425	Produto 1425	357	R$ 1.998,00	22/09/2025	Sim				
222	Produto 222	346	R$ 3.704,00	16/10/2025	N’o				
2024	Produto 2024	282	R$ 1.245,00	28/08/2025	Sim				
2595	Produto 2595	304	R$ 671,00	27/08/2025	N’o				
2512	Produto 2512	396	R$ 807,00	06/10/2025	N’o				
1266	Produto 1266	346	R$ 3.721,00	01/09/2025	N’o				
4258	Produto 4258	308	R$ 1.200,00	15/10/2025	N’o				
4002	Produto 4002	240	R$ 1.929,00	12/09/2025	N’o				
351	Produto 351	299	R$ 3.003,00	25/09/2025	Sim				
2212	Produto 2212	247	R$ 1.739,00	10/09/2025	N’o				
3548	Produto 3548	328	R$ 2.012,00	27/09/2025	Sim				
3578	Produto 3578	321	R$ 2.888,00	05/10/2025	Sim				
2765	Produto 2765	242	R$ 598,00	23/10/2025	N’o				
4610	Produto 4610	255	R$ 511,00	07/09/2025	N’o				
4648	Produto 4648	226	R$ 2.829,00	03/09/2025	Sim				
1437	Produto 1437	279	R$ 1.891,00	03/10/2025	Sim				
2359	Produto 2359	296	R$ 2.279,00	11/10/2025	N’o				
1605	Produto 1605	291	R$ 604,00	04/10/2025	N’o				
3587	Produto 3587	279	R$ 2.306,00	07/10/2025	Sim				
4624	Produto 4624	298	R$ 2.802,00	17/09/2025	N’o				
2362	Produto 2362	323	R$ 2.305,00	27/08/2025	N’o				
1646	Produto 1646	312	R$ 2.733,00	02/09/2025	N’o				
3405	Produto 3405	220	R$ 2.076,00	01/10/2025	N’o				
3973	Produto 3973	383	R$ 1.524,00	21/10/2025	Sim				
2148	Produto 2148	276	R$ 1.476,00	28/09/2025	N’o				
3983	Produto 3983	204	R$ 1.659,00	10/10/2025	N’o				
1794	Produto 1794	290	R$ 3.899,00	04/10/2025	N’o				
3587	Produto 3587	375	R$ 3.414,00	28/09/2025	N’o				
405	Produto 405	339	R$ 1.801,00	28/08/2025	Sim				
4333	Produto 4333	351	R$ 2.052,00	29/08/2025	Sim				
2692	Produto 2692	322	R$ 1.752,00	11/09/2025	N’o				
4778	Produto 4778	370	R$ 3.389,00	28/09/2025	Sim				
4084	Produto 4084	389	R$ 3.721,00	07/09/2025	N’o				
485	Produto 485	254	R$ 1.687,00	11/09/2025	Sim				
2769	Produto 2769	352	R$ 3.697,00	03/09/2025	Sim				
1653	Produto 1653	297	R$ 2.258,00	09/10/2025	Sim				
624	Produto 624	366	R$ 3.374,00	17/09/2025	Sim				
3030	Produto 3030	212	R$ 1.487,00	25/09/2025	N’o				
3726	Produto 3726	225	R$ 3.396,00	08/09/2025	N’o				
3428	Produto 3428	307	R$ 1.193,00	28/09/2025	Sim				
4934	Produto 4934	267	R$ 334,00	23/10/2025	Sim				
3662	Produto 3662	239	R$ 1.462,00	05/09/2025	Sim				
3400	Produto 3400	326	R$ 1.503,00	25/09/2025	Sim				
2550	Produto 2550	211	R$ 1.939,00	17/10/2025	Sim				
1008	Produto 1008	368	R$ 3.343,00	18/10/2025	N’o				
4773	Produto 4773	384	R$ 3.923,00	26/09/2025	Sim				
4114	Produto 4114	252	R$ 1.835,00	12/09/2025	Sim				
2077	Produto 2077	321	R$ 2.945,00	25/09/2025	N’o				
1668	Produto 1668	245	R$ 1.372,00	27/09/2025	N’o				
4456	Produto 4456	273	R$ 601,00	13/09/2025	N’o				
4411	Produto 4411	319	R$ 3.598,00	20/10/2025	N’o				
3179	Produto 3179	257	R$ 3.517,00	24/09/2025	N’o				
1871	Produto 1871	338	R$ 3.685,00	23/09/2025	N’o				
2690	Produto 2690	309	R$ 1.104,00	11/09/2025	Sim				
1104	Produto 1104	233	R$ 1.952,00	25/09/2025	N’o				
1070	Produto 1070	352	R$ 3.147,00	14/10/2025	N’o				
1207	Produto 1207	302	R$ 1.234,00	13/10/2025	Sim				
1210	Produto 1210	289	R$ 2.235,00	10/10/2025	N’o				
200	Produto 200	314	R$ 3.300,00	03/09/2025	Sim				
469	Produto 469	369	R$ 768,00	14/10/2025	Sim				
2192	Produto 2192	366	R$ 1.008,00	17/10/2025	N’o				
981	Produto 981	205	R$ 2.414,00	07/10/2025	Sim				
1242	Produto 1242	313	R$ 2.475,00	30/08/2025	Sim				
2025	Produto 2025	400	R$ 248,00	26/10/2025	N’o				
2388	Produto 2388	283	R$ 918,00	30/08/2025	N’o				
2417	Produto 2417	233	R$ 1.888,00	08/10/2025	N’o				
915	Produto 915	375	R$ 3.001,00	30/08/2025	Sim				
4647	Produto 4647	248	R$ 3.515,00	05/10/2025	Sim				
3593	Produto 3593	356	R$ 2.680,00	04/09/2025	Sim				
4656	Produto 4656	321	R$ 991,00	06/09/2025	Sim				
2305	Produto 2305	308	R$ 677,00	24/09/2025	N’o				
2475	Produto 2475	320	R$ 1.666,00	23/09/2025	N’o				
998	Produto 998	394	R$ 2.580,00	06/09/2025	N’o				
1627	Produto 1627	209	R$ 1.144,00	19/10/2025	N’o				
752	Produto 752	329	R$ 2.109,00	16/09/2025	Sim				
3723	Produto 3723	295	R$ 3.509,00	31/08/2025	N’o				
2761	Produto 2761	328	R$ 1.842,00	11/09/2025	N’o				
760	Produto 760	211	R$ 3.344,00	03/09/2025	N’o				
2832	Produto 2832	305	R$ 3.699,00	10/10/2025	N’o				
4796	Produto 4796	302	R$ 2.345,00	19/09/2025	Sim				
3542	Produto 3542	206	R$ 2.295,00	14/09/2025	N’o				
4937	Produto 4937	200	R$ 3.686,00	06/09/2025	N’o				
372	Produto 372	385	R$ 435,00	30/08/2025	Sim				
885	Produto 885	256	R$ 1.606,00	04/10/2025	Sim				
912	Produto 912	400	R$ 463,00	29/08/2025	Sim				
2834	Produto 2834	379	R$ 1.802,00	28/09/2025	Sim				
2891	Produto 2891	204	R$ 1.681,00	18/10/2025	Sim				
450	Produto 450	219	R$ 1.493,00	24/09/2025	Sim				
303	Produto 303	263	R$ 2.724,00	25/09/2025	Sim				
4433	Produto 4433	228	R$ 1.101,00	19/09/2025	N’o				
344	Produto 344	241	R$ 3.121,00	16/10/2025	Sim				
323	Produto 323	381	R$ 3.322,00	11/10/2025	Sim				
627	Produto 627	295	R$ 3.967,00	31/08/2025	N’o				
3992	Produto 3992	394	R$ 232,00	21/10/2025	Sim				
847	Produto 847	359	R$ 453,00	10/09/2025	N’o				
3454	Produto 3454	223	R$ 3.996,00	07/09/2025	N’o				
3267	Produto 3267	283	R$ 3.898,00	09/09/2025	N’o				
2847	Produto 2847	356	R$ 2.748,00	30/08/2025	Sim				
4315	Produto 4315	277	R$ 819,00	16/10/2025	Sim				
3739	Produto 3739	301	R$ 1.682,00	17/09/2025	N’o				
2465	Produto 2465	296	R$ 1.228,00	18/09/2025	N’o				
1026	Produto 1026	368	R$ 3.313,00	01/10/2025	Sim				
4796	Produto 4796	346	R$ 942,00	30/09/2025	N’o				
3293	Produto 3293	346	R$ 3.999,00	14/09/2025	Sim				
4054	Produto 4054	235	R$ 937,00	05/10/2025	N’o				
3738	Produto 3738	214	R$ 2.133,00	09/10/2025	Sim				
644	Produto 644	212	R$ 1.516,00	07/09/2025	Sim				
1939	Produto 1939	362	R$ 427,00	01/09/2025	Sim				
1726	Produto 1726	239	R$ 2.411,00	29/09/2025	Sim				
2084	Produto 2084	253	R$ 3.715,00	26/10/2025	N’o				
756	Produto 756	213	R$ 227,00	12/10/2025	Sim				
3439	Produto 3439	229	R$ 243,00	05/10/2025	N’o				
2293	Produto 2293	216	R$ 3.376,00	28/09/2025	Sim				
4382	Produto 4382	269	R$ 639,00	22/09/2025	N’o				
3047	Produto 3047	380	R$ 3.698,00	01/09/2025	N’o				
1985	Produto 1985	282	R$ 2.519,00	19/09/2025	N’o				
469	Produto 469	215	R$ 3.622,00	11/09/2025	N’o				
1905	Produto 1905	358	R$ 2.608,00	14/09/2025	N’o				
1536	Produto 1536	281	R$ 988,00	19/10/2025	Sim				
994	Produto 994	325	R$ 3.600,00	28/08/2025	N’o				
2803	Produto 2803	348	R$ 2.442,00	25/09/2025	Sim				
4918	Produto 4918	347	R$ 2.954,00	22/10/2025	Sim				
4147	Produto 4147	280	R$ 2.375,00	29/09/2025	Sim				
4481	Produto 4481	333	R$ 3.514,00	17/09/2025	N’o				
583	Produto 583	339	R$ 839,00	22/09/2025	N’o				
2366	Produto 2366	285	R$ 240,00	07/10/2025	N’o				
4402	Produto 4402	395	R$ 2.796,00	19/10/2025	N’o				
1705	Produto 1705	341	R$ 3.810,00	03/10/2025	Sim				
3344	Produto 3344	339	R$ 218,00	29/09/2025	Sim				
4087	Produto 4087	223	R$ 3.564,00	16/09/2025	N’o				
4656	Produto 4656	330	R$ 3.714,00	31/08/2025	Sim				
4934	Produto 4934	303	R$ 2.437,00	08/10/2025	Sim				
2013	Produto 2013	308	R$ 3.154,00	15/09/2025	Sim				
1779	Produto 1779	218	R$ 515,00	03/10/2025	Sim				
2665	Produto 2665	292	R$ 1.062,00	25/10/2025	Sim				
4352	Produto 4352	203	R$ 2.996,00	14/10/2025	Sim				
2127	Produto 2127	305	R$ 3.478,00	08/10/2025	N’o				
4826	Produto 4826	384	R$ 3.905,00	27/09/2025	Sim				
4182	Produto 4182	222	R$ 1.109,00	17/09/2025	N’o				
4931	Produto 4931	220	R$ 3.065,00	14/09/2025	Sim				
536	Produto 536	200	R$ 490,00	26/10/2025	N’o				
3950	Produto 3950	220	R$ 728,00	15/09/2025	Sim				
928	Produto 928	212	R$ 527,00	01/10/2025	Sim				
1771	Produto 1771	307	R$ 2.150,00	25/09/2025	Sim				
1484	Produto 1484	398	R$ 2.971,00	30/09/2025	N’o				
1973	Produto 1973	306	R$ 724,00	23/09/2025	Sim				
4681	Produto 4681	363	R$ 2.362,00	26/10/2025	N’o				
4457	Produto 4457	330	R$ 1.149,00	03/10/2025	Sim				
3665	Produto 3665	306	R$ 2.788,00	28/09/2025	N’o				
